day,Longitude,Latitude,Area,new_cases,state,county
32,120.09451660915788,30.898963937294184,5794,2,浙江,湖州
41,120.21551180372168,30.25308298169347,16596,12,浙江,杭州
42,119.9295730584414,28.47327818056341,17298,3,浙江,丽水
42,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
44,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
46,119.9295730584414,28.47327818056341,17298,1,浙江,丽水
47,120.70647689035565,28.00108540447221,11784,1,浙江,温州
48,120.70647689035565,28.00108540447221,11784,1,浙江,温州
48,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
49,120.70647689035565,28.00108540447221,11784,1,浙江,温州
54,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
136,121.42743470427968,28.66219405599615,9413,1,浙江,台州
638,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
674,121.63084278185605,29.86606812406965,9365,1,浙江,宁波
675,121.63084278185605,29.86606812406965,9365,5,浙江,宁波
675,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
675,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
676,120.59002264710614,30.057657361054257,8256,9,浙江,绍兴
676,121.63084278185605,29.86606812406965,9365,3,浙江,宁波
677,120.59002264710614,30.057657361054257,8256,3,浙江,绍兴
677,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
678,120.59002264710614,30.057657361054257,8256,17,浙江,绍兴
678,121.63084278185605,29.86606812406965,9365,14,浙江,宁波
678,120.21551180372168,30.25308298169347,16596,4,浙江,杭州
679,120.59002264710614,30.057657361054257,8256,22,浙江,绍兴
679,121.63084278185605,29.86606812406965,9365,8,浙江,宁波
679,120.21551180372168,30.25308298169347,16596,8,浙江,杭州
680,120.59002264710614,30.057657361054257,8256,55,浙江,绍兴
680,121.63084278185605,29.86606812406965,9365,14,浙江,宁波
680,120.21551180372168,30.25308298169347,16596,5,浙江,杭州
681,120.59002264710614,30.057657361054257,8256,38,浙江,绍兴
681,121.63084278185605,29.86606812406965,9365,4,浙江,宁波
681,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
682,120.59002264710614,30.057657361054257,8256,39,浙江,绍兴
682,121.63084278185605,29.86606812406965,9365,6,浙江,宁波
683,120.59002264710614,30.057657361054257,8256,48,浙江,绍兴
683,121.63084278185605,29.86606812406965,9365,5,浙江,宁波
683,120.21551180372168,30.25308298169347,16596,3,浙江,杭州
684,120.59002264710614,30.057657361054257,8256,40,浙江,绍兴
684,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
684,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
685,120.59002264710614,30.057657361054257,8256,69,浙江,绍兴
685,121.63084278185605,29.86606812406965,9365,4,浙江,宁波
685,120.21551180372168,30.25308298169347,16596,4,浙江,杭州
686,120.59002264710614,30.057657361054257,8256,25,浙江,绍兴
686,121.63084278185605,29.86606812406965,9365,6,浙江,宁波
687,120.59002264710614,30.057657361054257,8256,9,浙江,绍兴
687,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
688,120.59002264710614,30.057657361054257,8256,8,浙江,绍兴
690,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
691,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
694,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
695,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
700,121.63084278185605,29.86606812406965,9365,7,浙江,宁波
701,121.63084278185605,29.86606812406965,9365,9,浙江,宁波
702,121.63084278185605,29.86606812406965,9365,8,浙江,宁波
703,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
704,121.63084278185605,29.86606812406965,9365,5,浙江,宁波
705,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
705,119.65343619052916,29.084639385513697,10919,1,浙江,金华
706,121.63084278185605,29.86606812406965,9365,3,浙江,宁波
706,119.65343619052916,29.084639385513697,10919,1,浙江,金华
707,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
714,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
725,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
726,120.21551180372168,30.25308298169347,16596,6,浙江省,杭州市
728,120.21551180372168,30.25308298169347,16596,18,浙江省,杭州市
729,120.21551180372168,30.25308298169347,16596,19,浙江省,杭州市
730,120.21551180372168,30.25308298169347,16596,24,浙江省,杭州市
731,120.21551180372168,30.25308298169347,16596,13,浙江省,杭州市
732,120.21551180372168,30.25308298169347,16596,15,浙江省,杭州市
733,120.21551180372168,30.25308298169347,16596,2,浙江省,杭州市
734,120.21551180372168,30.25308298169347,16596,2,浙江省,杭州市
761,120.70647689035565,28.00108540447221,11784,2,浙江省,温州市
762,120.70647689035565,28.00108540447221,11784,2,浙江省,温州市
764,120.21551180372168,30.25308298169347,16596,2,浙江省,杭州市
765,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
767,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
768,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
768,120.70647689035565,28.00108540447221,11784,1,浙江省,温州市
768,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
769,120.21551180372168,30.25308298169347,16596,14,浙江省,杭州市
769,118.86659674035565,28.975545802265025,8837,3,浙江省,衢州市
770,120.21551180372168,30.25308298169347,16596,22,浙江省,杭州市
770,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
771,120.21551180372168,30.25308298169347,16596,16,浙江省,杭州市
771,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
771,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
771,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
772,120.21551180372168,30.25308298169347,16596,4,浙江省,杭州市
772,120.76355182586003,30.750974830920143,3915,6,浙江省,嘉兴市
772,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
774,121.63084278185605,29.86606812406965,9365,1,浙江省,宁波市
774,120.76355182586003,30.750974830920143,3915,8,浙江省,嘉兴市
774,118.86659674035565,28.975545802265025,8837,30,浙江省,衢州市
775,120.76355182586003,30.750974830920143,3915,9,浙江省,嘉兴市
775,120.59002264710614,30.057657361054257,8256,1,浙江省,绍兴市
775,118.86659674035565,28.975545802265025,8837,18,浙江省,衢州市
776,120.76355182586003,30.750974830920143,3915,4,浙江省,嘉兴市
776,118.86659674035565,28.975545802265025,8837,12,浙江省,衢州市
776,122.21355631852045,29.99091168016034,1440,1,浙江省,舟山市
777,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
777,118.86659674035565,28.975545802265025,8837,10,浙江省,衢州市
778,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
778,121.63084278185605,29.86606812406965,9365,1,浙江省,宁波市
778,120.76355182586003,30.750974830920143,3915,2,浙江省,嘉兴市
778,118.86659674035565,28.975545802265025,8837,15,浙江省,衢州市
779,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
779,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
780,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
780,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
781,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
782,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
782,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
782,118.86659674035565,28.975545802265025,8837,2,浙江省,衢州市
783,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
783,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
783,118.86659674035565,28.975545802265025,8837,1,浙江省,衢州市
784,120.76355182586003,30.750974830920143,3915,1,浙江省,嘉兴市
785,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
787,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
787,121.63084278185605,29.86606812406965,9365,1,浙江省,宁波市
787,120.76355182586003,30.750974830920143,3915,3,浙江省,嘉兴市
787,120.09451660915788,30.898963937294184,5794,4,浙江省,湖州市
787,122.21355631852045,29.99091168016034,1440,1,浙江省,舟山市
788,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
788,120.76355182586003,30.750974830920143,3915,3,浙江省,嘉兴市
788,120.09451660915788,30.898963937294184,5794,4,浙江省,湖州市
788,119.9295730584414,28.47327818056341,17298,1,浙江省,丽水市
789,120.21551180372168,30.25308298169347,16596,1,浙江省,杭州市
789,121.63084278185605,29.86606812406965,9365,3,浙江省,宁波市
789,120.76355182586003,30.750974830920143,3915,4,浙江省,嘉兴市
789,120.09451660915788,30.898963937294184,5794,1,浙江省,湖州市
789,120.59002264710614,30.057657361054257,8256,1,浙江省,绍兴市
790,118.86659674035565,28.975545802265025,8837,2,浙江省,衢州市
0,114.31158155473231,30.598466736400987,8483,894,湖北,武汉
0,114.8784904841078,30.4593588576181,17453,276,湖北,黄冈
0,113.96346265773938,30.924526261070227,8941,121,湖北,孝感
0,112.12853720100244,32.014796804669224,19626,94,湖北,襄阳
0,113.38945001822157,31.6965167723283,9616,80,湖北,随州
0,111.29254921035434,30.69744648449237,21081,77,湖北,宜昌
0,112.24552262926136,30.340842107742912,14456,46,湖北,荆州
0,112.20639298023002,31.041732575569625,12100,78,湖北,荆门
0,114.901607388271,30.39657217331699,1582,51,湖北,鄂州
0,115.0455329089436,30.2052078489416,4583,43,湖北,黄石
0,114.32851909026844,29.84705594764649,10019,40,湖北,咸宁
0,110.80452956069568,32.63506185840116,23698,35,湖北,十堰
0,113.44960935856368,30.33358775114635,2538,43,湖北,仙桃
0,113.17240916632808,30.66962183009948,2622,17,湖北,天门
0,112.9054740908161,30.40835793241892,2004,8,湖北,潜江
0,114.06455183658753,22.548456637984177,1998,26,广东,深圳
0,113.27143134445974,23.13533630669501,7249,38,广东,广州
0,113.58255478654918,22.27656465424921,1737,3,广东,珠海
0,113.12851219549718,23.02775875078891,3798,1,广东,佛山
0,113.75842045787648,23.02730841164339,2460,6,广东,东莞
0,114.4235580165817,23.1163588547256,11347,3,广东,惠州
0,113.39942236263188,22.5223146707905,40,3,广东,中山
0,110.36555441392824,21.27672343901208,13263,1,广东,湛江
0,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
0,116.12953737612249,24.29417753220621,15865,1,广东,梅州
0,113.6035273456226,24.815881278583017,18413,1,广东,韶关
0,114.09748283304512,32.15301454753105,18916,18,河南,信阳
0,113.63141920733916,34.75343885045448,7568,9,河南,郑州
0,114.02847078173272,33.01784241674367,15086,6,河南,驻马店
0,114.7079826661061,33.643083575264406,11961,2,河南,周口
0,115.66244933826238,34.4202016658586,10703,7,河南,商丘
0,114.39950042177432,36.10594098401491,7352,24,河南,安阳
0,114.02342077764726,33.5877107071022,2692,16,河南,漯河
0,113.19952856052156,33.772050748691015,7910,3,河南,平顶山
0,112.09342010302308,32.69391743997009,2360,14,河南,邓州
0,113.85847553685502,34.04143161161871,4979,1,河南,许昌
0,114.32076511162192,34.80401391129182,6239,3,河南,开封
0,114.30359364247649,35.7523574114,2140,2,河南,鹤壁
0,116.45556614759954,33.93480147585089,2021,1,河南,永城
0,112.4594212983115,34.62426277921943,15236,2,河南,洛阳
0,113.24854783457334,35.22096325403899,3972,5,河南,焦作
0,114.67560989145971,35.20719822456536,1038,2,河南,长垣
0,112.94547319535287,28.23488939994364,11816,26,湖南,长沙
0,113.13548942422142,29.3631782939259,14858,8,湖南,岳阳
0,111.474432885931,27.245270272808565,20822,8,湖南,邵阳
0,111.70545217995836,29.03774999940688,18176,3,湖南,常德
0,110.00851426537254,27.57516090297852,27573,3,湖南,怀化
0,112.57844721325992,26.89957613918912,15300,4,湖南,衡阳
0,112.00150349288418,27.703208596991583,8110,3,湖南,娄底
0,112.36151595471031,28.559711178489888,12320,3,湖南,益阳
0,113.14047079776428,27.833567639016444,11248,3,湖南,株洲
0,111.61945505792228,26.42586411790009,22259,4,湖南,永州
0,113.02146049909462,25.776683273601865,19342,5,湖南,郴州
0,112.95046418076468,27.835702227135585,5005,3,湖南,湘潭
0,110.48553254695402,29.12281556255188,9534,1,湖南,张家界
0,115.8204361249132,32.89606099485221,10119,12,安徽,阜阳
0,117.1212827542562,30.53922247681024,13528,12,安徽,安庆
0,115.7844632112745,33.850642695788835,8429,5,安徽,亳州
0,118.5135795794315,31.676265597609103,4049,5,安徽,马鞍山
0,117.39551332813694,32.921523704350825,5959,10,安徽,蚌埠
0,118.43943137653524,31.358536655799263,6026,1,安徽,芜湖
0,116.97054394561262,33.65209532645213,9787,2,安徽,宿州
0,117.50208200570214,30.68054196371511,8399,2,安徽,池州
0,115.8645894423166,28.68945529506072,7195,6,江西,南昌
0,115.96066124030492,29.666660847999456,19077,12,江西,九江
0,114.9235346513963,27.823578697788587,3160,3,江西,新余
0,114.9405033729825,25.83517610349765,39363,4,江西,赣州
0,114.4235636759064,27.820856421848216,19668,2,江西,宜春
0,116.36453876864373,27.954892253419565,18798,6,江西,抚州
0,117.94945960312224,28.460625921851733,22737,3,江西,上饶
0,113.89369655407104,27.664752547951164,3830,6,江西,萍乡
0,115.00051072001251,27.119726826070448,25285,1,江西,吉安
0,117.0755754270272,28.26578706319141,3560,4,江西,鹰潭
0,120.59241222959322,31.303564074441766,8395,4,江苏,苏州
0,118.80242172124584,32.06465288561847,6586,7,江苏,南京
0,117.29057543439453,34.21266655011306,11445,7,江苏,徐州
0,120.318583288106,31.498809732685714,4572,6,江苏,无锡
0,120.90159173866184,31.98654943120089,8397,5,江苏,南通
0,119.98148471327892,31.81579565332784,4372,1,江苏,常州
0,120.167544265761,33.3551009176262,16723,2,江苏,盐城
0,119.11976413248364,33.55666778025387,9816,1,江苏,淮安
0,119.43048944567384,32.19471592052375,3631,1,江苏,镇江
0,104.07274727406208,30.578993724029967,14335,1,四川,成都
0,106.11750261487228,30.84378250833704,12514,7,四川,南充
0,106.63955268233484,30.461746110678995,6339,4,四川,广安
0,104.6855618607612,31.473663048745863,20248,2,四川,绵阳
0,105.06458802499718,29.58588653832045,5386,1,四川,内江
0,104.40441936496448,31.133115003656755,5910,3,四川,德阳
0,101.7255411709144,26.58803317333301,7440,2,四川,攀枝花
0,105.4485240693266,28.87766830360723,12232,1,四川,泸州
0,105.85042318166482,32.44161630531542,16321,3,四川,广元
0,118.36353300501388,35.11067124236514,17191,1,山东,临沂
0,120.38945519114628,36.07222749666322,11290,1,山东,青岛
0,117.12639941261048,36.65655420178723,10244,1,山东,济南
0,116.36555674397472,37.441308454576266,10361,2,山东,德州
0,116.59361234853988,35.420177394529645,11187,4,山东,济宁
0,117.33054194483896,34.815994048435115,4564,3,山东,枣庄
0,118.06145253489896,36.81908568332188,5964,2,山东,淄博
0,119.45862617085736,35.43829807753727,5359,1,山东,日照
0,119.16837791142822,36.71265155126753,16142,1,山东,潍坊
0,117.9774040171467,37.3881961960769,9664,1,山东,滨州
0,115.99158784830443,36.46275818769411,8720,2,山东,聊城
0,117.0944948347959,36.2058580448846,7762,4,山东,泰安
0,108.94646555063274,34.34726881662395,246,8,陕西,西安
0,109.03560108265746,32.69051277057377,23535,2,陕西,安康
0,107.02943020926465,33.073799907833795,27093,2,陕西,汉中
0,108.71542245143304,34.335476293368586,10323,1,陕西,咸阳
0,107.2445753670404,34.36891564286998,18120,1,陕西,宝鸡
0,108.95240424835922,34.902637080502906,3881,1,陕西,铜川
0,110.1861948731516,25.24169878354397,27845,2,广西,桂林
0,110.1884531233724,22.659830509953142,12881,2,广西,玉林
0,109.60552031033306,23.117448382037534,10470,4,广西,贵港
0,111.57352631416218,24.409450902865487,11754,2,广西,贺州
0,108.66058016842224,21.986593539484296,10884,1,广西,钦州
0,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
0,115.4714638376858,38.87998776845534,22135,2,河北,保定
0,114.5456282282352,36.631262731204046,12047,1,河北,邯郸
0,118.1864594720398,39.63658372414733,13829,3,河北,唐山
0,114.89257223145164,40.7732372026915,36303,1,河北,张家口
0,102.83944512326052,24.886272111644136,21000,1,云南,昆明
